BnB,HOA,_id,address,city,dollar_per_sqfeet,lat,location,long,price,property_type,redfin_link,sq_feet,state,year_built
4B3.5B,170.0,5c0a464a6ee39237d843c76a,100 Mongoose,Irvine,503,33.6858563,GP - Great Park,-117.7356527,1180000,Single-Family,http://www.redfin.com/CA/Irvine/100-Mongoose-92618/home/102904972,2347,CA,2016.0
5B5.5B,215.0,5c0a464a6ee39237d843c76b,100 Paramount,Irvine,470,33.685171999999994,GP - Great Park,-117.731027,1798000,Single-Family,http://www.redfin.com/CA/Irvine/100-Paramount-92618/home/105486514,3825,CA,2016.0
3B2.5B,232.0,5c0a464a6ee39237d843c76c,100 Walking Stick,Irvine,540,33.665242,PS - Portola Springs,-117.7490656,885000,Townhouse,http://www.redfin.com/CA/IRVINE/100-WALKING-STICK-92618/home/112724480,1640,CA,2017.0
5B5.5B,215.0,5c0a464a6ee39237d843c76d,101 Crossover,Irvine,436,33.665242,GP - Great Park,-117.7490656,1734990,Single-Family,http://www.redfin.com/CA/Irvine/101-Crossover-92618/home/147296191,3983,CA,2018.0
5B5.5B,,5c0a464a6ee39237d843c76e,101 Spacial,Irvine,466,33.684457,Estrella at Altair,-117.71046399999999,2526075,Single-Family,http://www.redfin.com/CA/Irvine/101-Spacial-92618/home/146170442,5416,CA,2018.0
2B2.5B,408.0,5c0a464a6ee39237d843c76f,102 Acamar,Irvine,423,33.6862128,GP - Great Park,-117.73572639999999,719900,Condo,http://www.redfin.com/CA/Irvine/102-Acamar-92618/home/143914902,1700,CA,2016.0
2B2.0B,310.0,5c0a464a6ee39237d843c770,102 Capricorn,Irvine,477,33.7011379,IRSP - Irvine Spectrum,-117.72990039999999,589000,Condo,http://www.redfin.com/CA/Irvine/102-Capricorn-92618/home/112728877,1235,CA,2015.0
4B4.5B,189.0,5c0a464a6ee39237d843c771,102 Masterpiece,Irvine,414,33.665242,GP - Great Park,-117.7490656,1200046,Condo,http://www.redfin.com/CA/Irvine/102-Masterpiece-92618/home/146948733,2900,CA,2018.0
4B4.5B,215.0,5c0a464a6ee39237d843c772,102 Measure,Irvine,498,33.6852,GP - Great Park,-117.72200000000001,1439990,Single-Family,http://www.redfin.com/CA/Irvine/102-Measure-92618/home/146420185,2891,CA,2018.0
4B3.0B,258.0,5c0a464a6ee39237d843c773,102 Vessel,Irvine,495,33.690303,PS - Portola Springs,-117.70583500000001,985913,Condo,http://www.redfin.com/CA/Irvine/102-Vessel-92618/home/146436987,1991,CA,2018.0
4B4.5B,215.0,5c0a464a6ee39237d843c774,103 Crossover,Irvine,455,33.665242,GP - Great Park,-117.7490656,1702990,Single-Family,http://www.redfin.com/CA/Irvine/103-Crossover-92618/home/147296130,3740,CA,2018.0
4B4.0B,,5c0a464a6ee39237d843c775,103 Measure,Irvine,486,33.6852,Great Park Neighborhoods - Marcato at Cadence Park,-117.72200000000001,1569990,Single-Family,http://www.redfin.com/CA/Irvine/103-Measure-92618/home/148314288,3232,CA,2018.0
5B5.5B,391.0,5c0a464a6ee39237d843c776,103 Pinnacle Trl,Irvine,804,33.630087100000004,LGA - Laguna Altura,-117.75278610000001,4500000,Single-Family,http://www.redfin.com/CA/Irvine/103-Pinnacle-Trl-92603/home/147609621,5596,CA,2017.0
4B4.5B,180.0,5c0a464a6ee39237d843c777,103 Prairie Rose,Irvine,431,33.696816,STE - Stonegate East,-117.72308829999999,1560000,Single-Family,http://www.redfin.com/CA/Irvine/103-Prairie-Rose-92618/home/51684741,3620,CA,2015.0
5B5.5B,,5c0a464a6ee39237d843c778,103 Spacial,Irvine,466,33.684457,Estrella at Altair,-117.71046399999999,2441540,Single-Family,http://www.redfin.com/CA/Irvine/103-Spacial-92618/home/146170443,5243,CA,2018.0
4B4.0B,134.0,5c0a464a6ee39237d843c779,103 Vessel,Irvine,490,33.690303,PS - Portola Springs,-117.70583500000001,1180562,Condo,http://www.redfin.com/CA/Irvine/103-Vessel-92618/home/146840972,2408,CA,2018.0
4B4.0B,215.0,5c0a464a6ee39237d843c77a,104 Blue Note,Irvine,504,33.665242,GP - Great Park,-117.7490656,1502990,Single-Family,http://www.redfin.com/CA/Irvine/104-Blue-Note-92618/home/146626636,2983,CA,2018.0
3B3.0B,353.0,5c0a464a6ee39237d843c77b,104 Borrego,Irvine,428,33.6982071,PS - Portola Springs,-117.7155196,725000,Condo,http://www.redfin.com/CA/Irvine/104-Borrego-92618/home/58555904,1694,CA,2013.0
4B4.5B,215.0,5c0a464a6ee39237d843c77c,104 Measure,Irvine,442,33.665242,GP - Great Park,-117.7490656,1579990,Single-Family,http://www.redfin.com/CA/Irvine/104-Measure-92618/home/146524890,3575,CA,2018.0
5B5.5B,391.0,5c0a464a6ee39237d843c77d,104 Scenic Crst,Irvine,810,33.6325096,LGA - Laguna Altura,-117.7518608,4800000,Single-Family,http://www.redfin.com/CA/Irvine/104-Scenic-Crst-92618/home/112725805,5923,CA,2016.0
4B4.0B,215.0,5c0a464a6ee39237d843c77e,104 Score,Irvine,487,33.665242,GP - Great Park,-117.7490656,1452990,Single-Family,http://www.redfin.com/CA/Irvine/104-Score-92618/home/146425447,2983,CA,2018.0
4B4.5B,297.0,5c0a464a6ee39237d843c77f,104 Turnstone,Irvine,519,33.67820510000001,699 - Not Defined,-117.7133372,1558000,Single-Family,http://www.redfin.com/CA/Irvine/104-Turnstone-92618/home/147611664,3000,CA,2018.0
4B3.0B,258.0,5c0a464a6ee39237d843c780,104 Vessel,Irvine,493,33.690303,PS - Portola Springs,-117.70583500000001,981685,Condo,http://www.redfin.com/CA/Irvine/104-Vessel-92618/home/147448965,1991,CA,2018.0
5B4.5B,215.0,5c0a464a6ee39237d843c781,105 Blue Note,Irvine,456,33.665242,GP - Great Park,-117.7490656,1564990,Single-Family,http://www.redfin.com/CA/Irvine/105-Blue-Note-92618/home/146191102,3432,CA,2018.0
3B2.75B,348.0,5c0a464a6ee39237d843c782,105 Northern Pt,Irvine,525,33.6859887,PS - Portola Springs,-117.7155281,809910,Condo,http://www.redfin.com/CA/Irvine/105-Northern-Pt-Unknown/home/146254528,1542,CA,2016.0
3B3.5B,408.0,5c0a464a6ee39237d843c783,106 Acamar,Irvine,412,33.6862128,GP - Great Park,-117.73572639999999,799000,Condo,http://www.redfin.com/CA/Irvine/106-Acamar-92618/home/108551837,1939,CA,2016.0
3B3.0B,215.0,5c0a464a6ee39237d843c784,106 Newall,Irvine,469,33.688830100000004,GP - Great Park,-117.73202549999999,848888,Single-Family,http://www.redfin.com/CA/Irvine/106-Newall-92618/home/113380533,1810,CA,2016.0
5B5.5B,391.0,5c0a464a6ee39237d843c785,107 Shady Arbor,Irvine,760,33.6312726,LGA - Laguna Altura,-117.75505009999999,4498888,Single-Family,http://www.redfin.com/CA/Irvine/107-Shady-Arbor-92618/home/112725446,5923,CA,2016.0
4B3.0B,193.0,5c0a464a6ee39237d843c786,107 Spoke,Irvine,515,33.690870000000004,GP - Great Park,-117.732033,1398000,Single-Family,http://www.redfin.com/CA/Irvine/107-Spoke-92618/home/112718998,2715,CA,2017.0
4B4.0B,215.0,5c0a464a6ee39237d843c787,108 Pitch,Irvine,433,33.665242,699 - Not Defined,-117.7490656,1349900,Single-Family,http://www.redfin.com/CA/Irvine/108-Pitch-92618/home/147801066,3116,CA,2018.0
4B4.0B,216.0,5c0a464a6ee39237d843c788,108 Smallwheel,Irvine,510,33.688534000000004,GP - Great Park,-117.7291747,1288000,Single-Family,http://www.redfin.com/CA/Irvine/108-Smallwheel-92618/home/112718721,2524,CA,2015.0
3B2.5B,362.0,5c0a464a6ee39237d843c789,109 Augustine,Irvine,527,33.6803066,CV - Cypress Village,-117.7472374,846835,Townhouse,http://www.redfin.com/CA/Irvine/109-Augustine-92618/home/146953031,1606,CA,2018.0
3B4.0B,215.0,5c0a464a6ee39237d843c78a,109 Pastel,Irvine,461,33.665242,GP - Great Park,-117.7490656,1395990,Single-Family,http://www.redfin.com/CA/Irvine/109-Pastel-92618/home/146121638,3026,CA,2018.0
5B5.5B,295.0,5c0a464a6ee39237d843c78b,109 Spacial,Irvine,473,33.684457,699 - Not Defined,-117.71046399999999,2550003,Single-Family,http://www.redfin.com/CA/Irvine/109-Spacial-92618/home/145600298,5390,CA,2018.0
3B3.5B,248.0,5c0a464a6ee39237d843c78c,110 Firefly,Irvine,482,33.6998479,PS - Portola Springs,-117.7136466,729000,Condo,http://www.redfin.com/CA/Irvine/110-Firefly-92618/home/69369353,1513,CA,2015.0
4B3.5B,215.0,5c0a464a6ee39237d843c78d,110 Pitch,Irvine,437,33.6842,699 - Not Defined,-117.728,1234990,Single-Family,http://www.redfin.com/CA/Irvine/110-Pitch-92618/home/147801184,2826,CA,2018.0
3B2.25B,362.0,5c0a464a6ee39237d843c78e,111 Augustine,Irvine,511,33.6807189,CV - Cypress Village,-117.7468027,848476,Townhouse,http://www.redfin.com/CA/Irvine/111-Augustine-92618/home/148354730,1659,CA,2018.0
5B5.5B,392.0,5c0a464a6ee39237d843c78f,111 Tranquil,Irvine,847,33.6317347,LGA - Laguna Altura,-117.75271609999999,4380000,Single-Family,http://www.redfin.com/CA/Irvine/111-Tranquil-Hts-92618/home/112725183,5174,CA,2016.0
4B4.5B,193.0,5c0a464a6ee39237d843c790,112 Prairie Rose,Irvine,498,33.6970766,GP - Great Park,-117.72425659999999,1788888,Single-Family,http://www.redfin.com/CA/Irvine/112-Prairie-Rose-92618/home/51684760,3594,CA,2014.0
4B3.0B,193.0,5c0a464a6ee39237d843c791,113 Bumblebee,Irvine,499,33.7011401,GP - Great Park,-117.72357759999998,1195000,Condo,http://www.redfin.com/CA/Irvine/113-Bumblebee-92618/home/112721008,2395,CA,2014.0
5B5.5B,295.0,5c0a464a6ee39237d843c792,113 Spacial,Irvine,484,33.684457,699 - Not Defined,-117.71046399999999,2609393,Single-Family,http://www.redfin.com/CA/Irvine/113-Spacial-92618/home/145125360,5390,CA,2018.0
5B5.5B,391.0,5c0a464a6ee39237d843c793,114 Heather Mist,Irvine,765,33.6299562,Laguna Altura (LGA),-117.75529650000001,3699000,Single-Family,http://www.redfin.com/CA/Irvine/114-Heather-Mist-92603/home/112725749,4833,CA,2016.0
5B5.5B,391.0,5c0a464a6ee39237d843c794,114 Iron Gate,Irvine,810,33.634778499999996,LGA - Laguna Altura,-117.75455190000001,3980000,Single-Family,http://www.redfin.com/CA/Irvine/114-Iron-Gate-92603/home/146904794,4915,CA,2017.0
3B2.25B,362.0,5c0a464a6ee39237d843c795,115 Augustine,Irvine,468,33.6807189,CV - Cypress Village,-117.7468027,881972,Townhouse,http://www.redfin.com/CA/Irvine/115-Augustine-92618/home/148350585,1884,CA,2018.0
4B4.0B,215.0,5c0a464a6ee39237d843c796,115 Cultivate,Irvine,474,33.686031,GP - Great Park,-117.73709469999999,1195000,Condo,http://www.redfin.com/CA/Irvine/115-Cultivate-92618/home/112728520,2519,CA,2015.0
6B6.5B,391.0,5c0a464a6ee39237d843c797,115 Shady Arbor,Irvine,737,33.6309044,699 - Not Defined,-117.756041,4150000,Single-Family,http://www.redfin.com/CA/Irvine/115-Shady-Arbor-92603/home/112725501,5629,CA,2015.0
3B2.75B,215.0,5c0a464a6ee39237d843c798,116 Spectacle,Irvine,380,33.682448,GP - Great Park,-117.72191799999999,885007,Condo,http://www.redfin.com/CA/Irvine/116-Spectacle-92618/home/145959062,2330,CA,2018.0
3B2.25B,362.0,5c0a464a6ee39237d843c799,117 Augustine,Irvine,514,33.6807189,CV - Cypress Village,-117.7468027,826067,Townhouse,http://www.redfin.com/CA/Irvine/117-Augustine-92618/home/148350426,1606,CA,2018.0
3B3.5B,,5c0a464a6ee39237d843c79a,119 Episode,Irvine,421,33.682272,Muse at Cadence Park,-117.72129199999999,813935,Condo,http://www.redfin.com/CA/Irvine/119-Episode-92618/home/147553661,1933,CA,2018.0
4B3.0B,159.0,5c0a464a6ee39237d843c79b,12 Japonica,Irvine,476,33.6636074,OC - Oak Creek,-117.7792763,1488888,Single-Family,http://www.redfin.com/CA/Irvine/12-Japonica-92618/home/4746726,3128,CA,1999.0
4B3.0B,232.0,5c0a464a6ee39237d843c79c,120 Hemisphere,Irvine,462,33.689809000000004,PS - Portola Springs,-117.71004199999999,943000,Condo,http://www.redfin.com/CA/Irvine/120-Hemisphere-92618/home/147516318,2040,CA,2018.0
2B2.5B,294.0,5c0a464a6ee39237d843c79d,121 Calypso,Irvine,476,33.6950042,WD - Woodbury,-117.74016200000001,685000,Condo,http://www.redfin.com/CA/Irvine/121-Calypso-92618/home/40103248,1439,CA,2009.0
4B3.5B,475.0,5c0a464a6ee39237d843c79e,121 Episode,Irvine,421,33.682272,GP - Great Park,-117.72129199999999,802244,Condo,http://www.redfin.com/CA/Irvine/121-Episode-92618/home/146730851,1907,CA,2018.0
3B2.5B,,5c0a464a6ee39237d843c79f,122 Modjeska,Irvine,487,33.682605,Lyric at Cadence Park,-117.722098,809108,Single-Family,http://www.redfin.com/CA/Irvine/122-Modjeska-92618/home/148164947,1661,CA,2018.0
4B2.75B,150.0,5c0a464a6ee39237d843c7a0,122 Montero #129,Irvine,648,33.665242,699 - Not Defined,-117.7490656,1597914,Single-Family,http://www.redfin.com/CA/Irvine/122-Montero-92618/unit-129/home/147802888,2466,CA,2018.0
3B2.0B,160.0,5c0a464a6ee39237d843c7a1,122 Orchard,Irvine,509,33.6713685,OT - Orangetree,-117.7704902,735000,Single-Family,http://www.redfin.com/CA/Irvine/122-Orchard-92618/home/4746203,1445,CA,1977.0
3B3.5B,285.0,5c0a464a6ee39237d843c7a2,122 Palencia,Irvine,548,33.665242,699 - Not Defined,-117.7490656,1219990,Single-Family,http://www.redfin.com/CA/Irvine/122-Palencia-92618/home/147068713,2225,CA,2018.0
5B5.5B,392.0,5c0a464a6ee39237d843c7a3,123 Amber Sky,Irvine,875,33.633119,LGA - Laguna Altura,-117.7560756,4380000,Single-Family,http://www.redfin.com/CA/Irvine/123-Amber-Sky-92603/home/112725715,5005,CA,2017.0
3B3.0B,,5c0a464a6ee39237d843c7a4,123 Bosque,Irvine,449,33.6807,Great Park Neighborhoods - Obsidian at Parasol Park,-117.73700000000001,1379990,Single-Family,http://www.redfin.com/CA/Irvine/123-Bosque-92618/home/146779379,3072,CA,2018.0
5B5.5B,200.0,5c0a464a6ee39237d843c7a5,123 Calderon,Irvine,787,33.684902,GP - Great Park,-117.733774,3680000,Single-Family,http://www.redfin.com/CA/Irvine/123-Calderon-92618/home/108244852,4676,CA,2016.0
3B3.5B,475.0,5c0a464a6ee39237d843c7a6,123 Episode,Irvine,431,33.680761,GP - Great Park,-117.72774799999999,856117,Condo,http://www.redfin.com/CA/Irvine/123-Episode-92618/home/146798685,1986,CA,2018.0
4B2.75B,150.0,5c0a464a6ee39237d843c7a7,123 Montero #130,Irvine,650,33.665242,699 - Not Defined,-117.7490656,1497252,Single-Family,http://www.redfin.com/CA/Irvine/123-Montero-92618/unit-130/home/147836225,2302,CA,2018.0
3B3.0B,315.0,5c0a464a6ee39237d843c7a8,123 Neptune,Irvine,368,33.69945070000001,PS - Portola Springs,-117.73221629999999,749900,Condo,http://www.redfin.com/CA/Irvine/123-Neptune-92618/home/143910134,2038,CA,2016.0
4B4.5B,134.0,5c0a464a6ee39237d843c7a9,123 Wanderer,Irvine,464,33.665242,PS - Portola Springs,-117.7490656,1299000,Single-Family,http://www.redfin.com/CA/IRVINE/123-WANDERER-92618/home/143912255,2799,CA,2018.0
3B3.0B,353.0,5c0a464a6ee39237d843c7aa,124 Borrego,Irvine,418,33.6981989,PS - Portola Springs,-117.71555790000001,708000,Condo,http://www.redfin.com/CA/Irvine/124-Borrego-92618/home/58555797,1694,CA,2013.0
4B3.5B,232.0,5c0a464a6ee39237d843c7ab,124 Hemisphere,Irvine,447,33.689809000000004,PS - Portola Springs,-117.71004199999999,1046000,Condo,http://www.redfin.com/CA/Irvine/124-Hemisphere-92618/home/113720996,2340,CA,2018.0
3B2.5B,,5c0a464a6ee39237d843c7ac,124 Modjeska,Irvine,438,33.682605,Lyric at Cadence Park,-117.722098,857860,Single-Family,http://www.redfin.com/CA/Irvine/124-Modjeska-92618/home/148164948,1958,CA,2018.0
2B2.0B,,5c0a464a6ee39237d843c7ad,126 Palencia,Irvine,576,33.6772,Travata - Palencia at Travata,-117.75,1063538,Single-Family,http://www.redfin.com/CA/Irvine/126-Palencia-92618/home/147727985,1848,CA,2018.0
5B5.5B,391.0,5c0a464a6ee39237d843c7ae,126 Scenic Crst,Irvine,917,33.6298725,LGA - Laguna Altura,-117.7519922,4700000,Single-Family,http://www.redfin.com/CA/Irvine/126-Scenic-Crst-92603/home/148435057,5128,CA,2018.0
3B3.0B,217.0,5c0a464a6ee39237d843c7af,128 Catalyst,Irvine,402,33.6807,GP - Great Park,-117.73700000000001,1219990,Condo,http://www.redfin.com/CA/Irvine/128-Catalyst-92618/home/145509208,3036,CA,2018.0
4B3.5B,406.0,5c0a464a6ee39237d843c7b0,128 Terrapin,Irvine,403,33.6821001,GP - Great Park,-117.7381805,849000,Condo,http://www.redfin.com/CA/Irvine/128-Terrapin-92618/home/143478277,2107,CA,2017.0
7B7.5B,391.0,5c0a464a6ee39237d843c7b1,129 Amber Sky,Irvine,708,33.633651,LGA - Laguna Altura,-117.7565388,3540000,Single-Family,http://www.redfin.com/CA/Irvine/129-Amber-Sky-92603/home/146115321,5000,CA,2017.0
4B4.5B,215.0,5c0a464a6ee39237d843c7b2,130 Crossover,Irvine,448,33.665242,GP - Great Park,-117.7490656,1836990,Single-Family,http://www.redfin.com/CA/Irvine/130-Crossover-92618/home/147860249,4102,CA,2018.0
4B4.5B,189.0,5c0a464a6ee39237d843c7b3,131 Sculpture,Irvine,400,33.665242,GP - Great Park,-117.7490656,1158638,Condo,http://www.redfin.com/CA/Irvine/131-Sculpture-92618/home/146951778,2900,CA,2018.0
5B5.5B,215.0,5c0a464a6ee39237d843c7b4,133 Crossover,Irvine,425,33.6787904,GP - Great Park,-117.7505353,1739990,Single-Family,http://www.redfin.com/CA/Irvine/133-92618/home/146449061,4097,CA,2018.0
3B2.25B,243.0,5c0a464a6ee39237d843c7b5,135 Messenger,Irvine,516,33.665242,PS - Portola Springs,-117.7490656,848518,Condo,http://www.redfin.com/CA/Irvine/135-Messenger-92618/home/148428063,1646,CA,2018.0
3B3.0B,,5c0a464a6ee39237d843c7b6,136 Catalyst,Irvine,397,33.6807,Great Park Neighborhoods - Obsidian at Parasol Park,-117.73700000000001,1219990,Single-Family,http://www.redfin.com/CA/Irvine/136-Catalyst-92618/home/146779380,3072,CA,2018.0
4B3.0B,,5c0a464a6ee39237d843c7b7,139 Halo,Irvine,483,33.689809000000004,Legado at Portola Springs,-117.71004199999999,1056008,Single-Family,http://www.redfin.com/CA/Irvine/139-Halo-92679/home/104231491,2185,CA,2016.0
3B2.25B,243.0,5c0a464a6ee39237d843c7b8,139 Messenger,Irvine,495,33.665242,PS - Portola Springs,-117.7490656,910725,Condo,http://www.redfin.com/CA/Irvine/139-Messenger-92618/home/148431258,1839,CA,2018.0
4B4.0B,217.0,5c0a464a6ee39237d843c7b9,140 Catalyst,Irvine,392,33.68174929999999,699 - Not Defined,-117.73488870000001,1149990,Single-Family,http://www.redfin.com/CA/Irvine/140-Catalyst-92618/home/147375820,2937,CA,2018.0
3B3.5B,232.0,5c0a464a6ee39237d843c7ba,140 Excursion,Irvine,472,33.688739399999996,PS - Portola Springs,-117.71467150000001,875000,Condo,http://www.redfin.com/CA/Irvine/140-Excursion-92618/home/147298993,1855,CA,2016.0
5B3.0B,219.0,5c0a464a6ee39237d843c7bb,141 Fieldwood,Irvine,411,33.6979506,GP - Great Park,-117.72452849999999,1000000,Condo,http://www.redfin.com/CA/Irvine/141-Fieldwood-92618/home/112719403,2434,CA,2015.0
2B2.5B,345.0,5c0a464a6ee39237d843c7bc,141 Tubeflower,Irvine,510,33.680903,CV - Cypress Village,-117.7445003,629888,Townhouse,http://www.redfin.com/CA/Irvine/141-Tubeflower-92618/home/146950122,1234,CA,2017.0
3B3.25B,246.0,5c0a464a6ee39237d843c7bd,142 Milky Way,Irvine,446,33.665242,PS - Portola Springs,-117.7490656,798714,Condo,http://www.redfin.com/CA/Irvine/142-Milky-Way-92618/home/145875134,1792,CA,2018.0
3B2.25B,333.0,5c0a464a6ee39237d843c7be,143 Milky Way,Irvine,505,33.665242,PS - Portola Springs,-117.7490656,729878,Condo,http://www.redfin.com/CA/Irvine/143-Milky-Way-92618/home/146423986,1445,CA,2018.0
3B3.0B,,5c0a464a6ee39237d843c7bf,144 Catalyst,Irvine,417,33.6807,Great Park Neighborhoods - Obsidian at Parasol Park,-117.73700000000001,1299990,Single-Family,http://www.redfin.com/CA/Irvine/144-Catalyst-92618/home/146891565,3114,CA,2018.0
4B3.5B,,5c0a464a6ee39237d843c7c0,145 Episode,Irvine,436,33.680761,Muse at Cadence Park,-117.72774799999999,831564,Condo,http://www.redfin.com/CA/Irvine/145-Episode-92618/home/146798688,1907,CA,2018.0
2B2.5B,285.0,5c0a464a6ee39237d843c7c1,146 Palencia,Irvine,573,33.6749995,699 - Not Defined,-117.7495483,1058990,Single-Family,http://www.redfin.com/CA/Irvine/151-Palencia-92618/home/147068691,1849,CA,2018.0
3B2.5B,,5c0a464a6ee39237d843c7c2,"146 Stage, Homesite 73",Irvine,462,33.683667,Deco at Cadence Park,-117.720754,946660,Multi-Family,http://www.redfin.com/CA/Irvine/146-Stage-92618/home/148128633,2047,CA,2018.0
3B3.5B,,5c0a464a6ee39237d843c7c3,147 Episode,Irvine,431,33.680761,Muse at Cadence Park,-117.72774799999999,833717,Condo,http://www.redfin.com/CA/Irvine/147-Episode-92618/home/146798687,1933,CA,2018.0
3B3.0B,,5c0a464a6ee39237d843c7c4,"148 Stage, Homesite 80",Irvine,453,33.683667,Deco at Cadence Park,-117.720754,927270,Multi-Family,http://www.redfin.com/CA/Irvine/148-Stage-92618/home/146949397,2047,CA,2018.0
3B1.75B,,5c0a464a6ee39237d843c7c5,14851 Jeffrey Rd #179,Irvine,191,33.6881169,EC - El Camino Real,-117.77042649999999,299000,Other,http://www.redfin.com/CA/Irvine/14851-Jeffrey-Rd-92618/unit-179/home/5140473,1566,CA,2014.0
3B2.25B,243.0,5c0a464a6ee39237d843c7c6,149 Messenger,Irvine,502,33.665242,PS - Portola Springs,-117.7490656,825027,Condo,http://www.redfin.com/CA/Irvine/149-Messenger-92618/home/148126859,1645,CA,2018.0
4B4.0B,216.0,5c0a464a6ee39237d843c7c7,149 crossover,Irvine,475,33.665242,699 - Not Defined,-117.7490656,1480000,Single-Family,http://www.redfin.com/CA/Irvine/149-crossover-92618/home/148428300,3116,CA,2018.0
4B3.5B,329.0,5c0a464a6ee39237d843c7c8,150 Capricorn,Irvine,393,33.700624499999996,STE - Stonegate East,-117.73043259999999,749900,Townhouse,http://www.redfin.com/CA/Irvine/150-Capricorn-92618/home/112720905,1908,CA,2015.0
1B1.5B,324.0,5c0a464a6ee39237d843c7c9,150 Full Moon,Irvine,431,33.696798799999996,PS - Portola Springs,-117.71740220000001,530565,Condo,http://www.redfin.com/CA/Irvine/150-Full-Moon-92618/home/45383482,1232,CA,2011.0
4B2.75B,150.0,5c0a464a6ee39237d843c7ca,151 Linda Vis #161,Irvine,609,33.665242,699 - Not Defined,-117.7490656,1606310,Single-Family,http://www.redfin.com/CA/Irvine/151-Linda-Vis-92618/unit-161/home/146497511,2637,CA,2018.0
3B3.5B,290.0,5c0a464a6ee39237d843c7cb,154 Palencia,Irvine,560,33.677196,CV - Cypress Village,-117.749824,1358000,Single-Family,http://www.redfin.com/CA/Irvine/154-Palencia-92618/home/144672324,2425,CA,2018.0
4B2.5B,215.0,5c0a464a6ee39237d843c7cc,154 Stage,Irvine,423,33.683667,GP - Great Park,-117.720754,973569,Single-Family,http://www.redfin.com/CA/Irvine/154-Stage-92618/home/146949246,2300,CA,2018.0
4B3.25B,243.0,5c0a464a6ee39237d843c7cd,155 Falcon Rdg,Irvine,532,33.700070600000004,PS - Portola Springs,-117.7081865,972131,Condo,http://www.redfin.com/CA/Irvine/155-Falcon-Rdg-92679/home/148425298,1827,CA,2018.0
4B3.0B,186.0,5c0a464a6ee39237d843c7ce,155 Fieldwood,Irvine,450,33.697425,GP - Great Park,-117.7248558,928000,Condo,http://www.redfin.com/CA/Irvine/155-Fieldwood-92618/home/58557108,2062,CA,2013.0
3B2.5B,215.0,5c0a464a6ee39237d843c7cf,156 Stage,Irvine,450,33.683667,GP - Great Park,-117.720754,918750,Single-Family,http://www.redfin.com/CA/Irvine/156-Stage-92618/home/148128632,2043,CA,2018.0
3B3.5B,475.0,5c0a464a6ee39237d843c7d0,159 Episode,Irvine,433,33.680761,GP - Great Park,-117.72774799999999,837820,Condo,http://www.redfin.com/CA/Irvine/159-Episode-92618/home/146430641,1933,CA,2018.0
3B2.25B,232.0,5c0a464a6ee39237d843c7d1,159 Excursion,Irvine,501,33.688714700000006,PS - Portola Springs,-117.71469599999999,823930,Condo,http://www.redfin.com/CA/Irvine/159-Excursion-92618/home/146857915,1645,CA,2016.0
4B4.5B,215.0,5c0a464a6ee39237d843c7d2,159 Newington,Irvine,501,33.684770799999995,GP - Great Park,-117.7362189,1390000,Single-Family,http://www.redfin.com/CA/Irvine/159-Newington-92618/home/143914788,2774,CA,2016.0
2B2.5B,147.0,5c0a464a6ee39237d843c7d3,160 Cherrybrook Ln,Irvine,542,33.6677528,OC - Oak Creek,-117.788377,650000,Condo,http://www.redfin.com/CA/Irvine/160-Cherrybrook-Ln-92618/home/5482524,1200,CA,2000.0
4B3.0B,215.0,5c0a464a6ee39237d843c7d4,164 Stage,Irvine,440,33.683667,GP - Great Park,-117.720754,1011120,Single-Family,http://www.redfin.com/CA/Irvine/164-Stage-92618/home/148128629,2300,CA,2018.0
3B3.5B,435.0,5c0a464a6ee39237d843c7d5,165 Cadence,Irvine,411,33.6855327,GP - Great Park,-117.74067959999998,814990,Condo,http://www.redfin.com/CA/Irvine/165-Cadence-92618/home/147672467,1981,CA,2018.0
3B3.5B,408.0,5c0a464a6ee39237d843c7d6,166 Fixie,Irvine,376,33.6903871,GP - Great Park,-117.7347071,779500,Townhouse,http://www.redfin.com/CA/Irvine/166-Fixie-92618/home/146415952,2075,CA,2017.0
5B5.5B,195.0,5c0a464a6ee39237d843c7d7,167 Fieldwood,Irvine,428,33.696761200000005,GP - Great Park,-117.72572279999999,1790000,Single-Family,http://www.redfin.com/CA/Irvine/167-Fieldwood-92618/home/51684928,4186,CA,2013.0
4B3.5B,215.0,5c0a464a6ee39237d843c7d8,168 Stage,Irvine,429,33.683667,GP - Great Park,-117.720754,920200,Single-Family,http://www.redfin.com/CA/Irvine/168-Stage-92618/home/148123921,2146,CA,2018.0
4B3.0B,215.0,5c0a464a6ee39237d843c7d9,169 Violet Bloom,Irvine,474,33.698030100000004,GP - Great Park,-117.72582539999999,977800,Condo,http://www.redfin.com/CA/Irvine/169-Violet-Bloom-92618/home/112720830,2062,CA,2014.0
3B2.5B,215.0,5c0a464a6ee39237d843c7da,170 Stage,Irvine,461,33.683667,GP - Great Park,-117.720754,884910,Single-Family,http://www.redfin.com/CA/Irvine/170-Stage-92618/home/146983203,1921,CA,2018.0
5B4.5B,193.0,5c0a464a6ee39237d843c7db,180 Osage,Irvine,451,33.697488799999995,GP - Great Park,-117.728953,1649900,Single-Family,http://www.redfin.com/CA/Irvine/180-Osage-92618/home/51682794,3660,CA,2014.0
3B3.0B,348.0,5c0a464a6ee39237d843c7dc,185 Excursion,Irvine,518,33.6886809,PS - Portola Springs,-117.71472949999999,798000,Condo,http://www.redfin.com/CA/Irvine/185-Excursion-92618/home/147310968,1542,CA,2016.0
